Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG029603,AC is not working,,
BKG029606,,The customer was coughing/sick,
BKG029609,,The customer was coughing/sick,
BKG029610,,Customer related issue,
BKG029611,,Personal & Car related issues,
BKG029613,,More than permitted people in there,
BKG029614,,Personal & Car related issues,
BKG029616,Wrong Address,,
BKG029618,Change of plans,,
BKG029619,Driver is not moving towards pickup location,,
BKG029621,Wrong Address,,
BKG029625,,Customer related issue,
BKG029626,,Customer related issue,
BKG029627,,Customer related issue,
BKG029628,,,Vehicle Breakdown
BKG029629,,Personal & Car related issues,
BKG029640,,Customer related issue,
BKG029641,,,Vehicle Breakdown
BKG029642,,The customer was coughing/sick,
BKG029648,,Personal & Car related issues,
BKG029651,,More than permitted people in there,
BKG029653,AC is not working,,
BKG029655,,Customer related issue,
BKG029656,,Customer related issue,
BKG029657,,Personal & Car related issues,
BKG029661,AC is not working,,
BKG029662,Wrong Address,,
BKG029668,,The customer was coughing/sick,
BKG029675,,More than permitted people in there,
BKG029679,,Personal & Car related issues,
BKG029682,,The customer was coughing/sick,
BKG029684,Driver asked to cancel,,
BKG029693,,,Customer Demand
BKG029694,,Customer related issue,
BKG029696,AC is not working,,
BKG029697,AC is not working,,
BKG029699,,More than permitted people in there,
BKG029700,,,Other Issue
BKG029703,AC is not working,,
BKG029707,,,Vehicle Breakdown
BKG029708,,More than permitted people in there,
BKG029710,Driver is not moving towards pickup location,,
BKG029711,Wrong Address,,
BKG029715,,,Other Issue
BKG029716,AC is not working,,
BKG029722,,Customer related issue,
BKG029728,Change of plans,,
BKG029729,,The customer was coughing/sick,
BKG029730,,,Vehicle Breakdown
BKG029734,,,Customer Demand
BKG029735,,,Customer Demand
BKG029743,AC is not working,,
BKG029752,,Personal & Car related issues,
BKG029753,,Customer related issue,
BKG029756,,More than permitted people in there,
BKG029761,,More than permitted people in there,
BKG029763,AC is not working,,
BKG029765,Wrong Address,,
BKG029771,,More than permitted people in there,
BKG029772,,The customer was coughing/sick,
BKG029773,,More than permitted people in there,
BKG029776,,,Vehicle Breakdown
BKG029777,,Personal & Car related issues,
BKG029779,,,Other Issue
BKG029780,,The customer was coughing/sick,
BKG029781,,,Customer Demand
BKG029790,,,Vehicle Breakdown
BKG029796,,The customer was coughing/sick,
BKG029797,,The customer was coughing/sick,
BKG029805,,Personal & Car related issues,
BKG029806,,,Vehicle Breakdown
BKG029807,Change of plans,,
BKG029811,,Personal & Car related issues,
BKG029813,Driver is not moving towards pickup location,,
BKG029819,Wrong Address,,
BKG029822,AC is not working,,
BKG029824,,The customer was coughing/sick,
BKG029828,,,Vehicle Breakdown
BKG029829,,,Other Issue
BKG029830,,Customer related issue,
BKG029833,,Personal & Car related issues,
BKG029834,Change of plans,,
BKG029836,,,Vehicle Breakdown
BKG029837,,More than permitted people in there,
BKG029841,Change of plans,,
BKG029844,,The customer was coughing/sick,
BKG029845,,,Other Issue
BKG029846,,,Vehicle Breakdown
BKG029849,Driver is not moving towards pickup location,,
BKG029851,Change of plans,,
BKG029854,,,Other Issue
BKG029856,Driver is not moving towards pickup location,,
BKG029863,Wrong Address,,
BKG029866,,Customer related issue,
BKG029872,,More than permitted people in there,
BKG029873,,,Customer Demand
BKG029874,AC is not working,,
BKG029876,,Customer related issue,
BKG029877,,,Vehicle Breakdown
BKG029878,,,Other Issue
BKG029885,,Customer related issue,
BKG029886,,,Customer Demand
BKG029887,,,Other Issue
BKG029891,,,Customer Demand
BKG029892,,Personal & Car related issues,
BKG029893,,Personal & Car related issues,
BKG029898,,More than permitted people in there,
BKG029904,,Personal & Car related issues,
BKG029905,,Personal & Car related issues,
BKG029906,,Customer related issue,
BKG029907,,Personal & Car related issues,
BKG029908,,The customer was coughing/sick,
BKG029909,,The customer was coughing/sick,
BKG029915,,,Vehicle Breakdown
BKG029916,,,Other Issue
BKG029920,Driver is not moving towards pickup location,,
BKG029923,,,Vehicle Breakdown
BKG029924,,Customer related issue,
BKG029925,Change of plans,,
BKG029926,,More than permitted people in there,
BKG029927,,Personal & Car related issues,
BKG029935,,Personal & Car related issues,
BKG029944,,,Other Issue
BKG029945,,Personal & Car related issues,
BKG029946,,,Vehicle Breakdown
BKG029953,,,Vehicle Breakdown
BKG029954,,More than permitted people in there,
BKG029955,,More than permitted people in there,
BKG029959,,More than permitted people in there,
BKG029962,AC is not working,,
BKG029964,,,Other Issue
BKG029965,Driver is not moving towards pickup location,,
BKG029967,,More than permitted people in there,
BKG029968,,Personal & Car related issues,
BKG029969,,Personal & Car related issues,
BKG029970,,,Vehicle Breakdown
BKG029973,Wrong Address,,
BKG029975,,,Customer Demand
BKG029976,,Customer related issue,
BKG029986,Driver asked to cancel,,
BKG029987,,Customer related issue,
BKG029990,,More than permitted people in there,
BKG030003,,,Other Issue
BKG030004,,Personal & Car related issues,
BKG030005,,More than permitted people in there,
BKG030007,,Customer related issue,
BKG030008,,Customer related issue,
BKG030011,,More than permitted people in there,
BKG030012,,,Vehicle Breakdown
BKG030016,,Personal & Car related issues,
BKG030017,,Customer related issue,
BKG030020,,,Vehicle Breakdown
BKG030021,,Personal & Car related issues,
BKG030030,,Customer related issue,
BKG030035,Wrong Address,,
BKG030037,,,Vehicle Breakdown
BKG030038,,,Vehicle Breakdown
BKG030039,,,Other Issue
BKG030043,,,Vehicle Breakdown
BKG030047,,Personal & Car related issues,
BKG030048,,Personal & Car related issues,
BKG030049,,Customer related issue,
BKG030050,,,Vehicle Breakdown
BKG030051,,More than permitted people in there,
BKG030052,,,Customer Demand
BKG030053,,Personal & Car related issues,
BKG030055,Change of plans,,
BKG030057,,,Other Issue
BKG030069,Driver is not moving towards pickup location,,
BKG030071,,Personal & Car related issues,
BKG030072,,,Customer Demand
BKG030076,,Customer related issue,
BKG030079,,The customer was coughing/sick,
BKG030086,,Customer related issue,
BKG030095,,More than permitted people in there,
BKG030096,,Personal & Car related issues,
BKG030099,,The customer was coughing/sick,
BKG030103,,Customer related issue,
BKG030104,,,Customer Demand
BKG030106,AC is not working,,
BKG030108,,Customer related issue,
BKG030109,,,Other Issue
BKG030112,,,Vehicle Breakdown
BKG030113,,Personal & Car related issues,
BKG030114,,,Customer Demand
BKG030119,Driver is not moving towards pickup location,,
BKG030120,,,Vehicle Breakdown
BKG030121,,More than permitted people in there,
BKG030122,,More than permitted people in there,
BKG030123,Change of plans,,
BKG030126,,The customer was coughing/sick,
BKG030132,,The customer was coughing/sick,
BKG030133,,,Vehicle Breakdown
BKG030134,,,Other Issue
BKG030135,,,Customer Demand
BKG030138,,,Customer Demand
BKG030143,,,Customer Demand
BKG030144,,,Customer Demand
BKG030148,,More than permitted people in there,
BKG030150,Change of plans,,
BKG030153,Change of plans,,
BKG030154,,The customer was coughing/sick,
BKG030155,,Customer related issue,
BKG030158,,,Other Issue
BKG030159,,Personal & Car related issues,
BKG030160,,,Customer Demand
BKG030162,Wrong Address,,
BKG030163,Driver is not moving towards pickup location,,
BKG030164,,,Other Issue
BKG030165,,Customer related issue,
BKG030166,,,Customer Demand
BKG030170,,Personal & Car related issues,
BKG030176,,,Vehicle Breakdown
BKG030177,,Personal & Car related issues,
BKG030178,,,Customer Demand
BKG030184,,,Customer Demand
BKG030190,,,Vehicle Breakdown
BKG030192,,Customer related issue,
BKG030195,,Customer related issue,
BKG030198,,,Vehicle Breakdown
BKG030199,,Customer related issue,
BKG030200,,,Customer Demand
BKG030203,,Personal & Car related issues,
BKG030208,,,Other Issue
BKG030209,,More than permitted people in there,
BKG030216,,The customer was coughing/sick,
BKG030217,,Customer related issue,
BKG030222,,Personal & Car related issues,
BKG030224,,Customer related issue,
BKG030225,,,Other Issue
BKG030226,,,Other Issue
BKG030227,,,Other Issue
BKG030229,Driver asked to cancel,,
BKG030230,,,Customer Demand
BKG030231,Driver is not moving towards pickup location,,
BKG030232,Driver is not moving towards pickup location,,
BKG030236,,Customer related issue,
BKG030249,AC is not working,,
BKG030251,,The customer was coughing/sick,
BKG030256,,Customer related issue,
BKG030264,,Personal & Car related issues,
BKG030269,,Customer related issue,
BKG030272,,,Other Issue
BKG030273,,Personal & Car related issues,
BKG030274,,Customer related issue,
BKG030279,Change of plans,,
BKG030284,,,Customer Demand
BKG030285,,,Customer Demand
BKG030286,,More than permitted people in there,
BKG030287,,Personal & Car related issues,
BKG030291,Driver asked to cancel,,
BKG030293,,,Other Issue
BKG030295,AC is not working,,
BKG030302,,,Vehicle Breakdown
BKG030303,,The customer was coughing/sick,
BKG030304,,More than permitted people in there,
BKG030305,,,Other Issue
BKG030311,Change of plans,,
BKG030314,,,Customer Demand
BKG030316,Driver asked to cancel,,
BKG030317,Driver asked to cancel,,
BKG030318,AC is not working,,
BKG030321,,Personal & Car related issues,
BKG030327,,More than permitted people in there,
BKG030334,,Personal & Car related issues,
BKG030335,Driver asked to cancel,,
BKG030338,Wrong Address,,
BKG030339,,Personal & Car related issues,
BKG030340,,,Vehicle Breakdown
BKG030344,,,Customer Demand
BKG030345,,The customer was coughing/sick,
BKG030346,,Personal & Car related issues,
BKG030351,,,Customer Demand
BKG030353,Driver asked to cancel,,
BKG030355,,The customer was coughing/sick,
BKG030356,,,Vehicle Breakdown
BKG030357,,,Vehicle Breakdown
BKG030363,,,Customer Demand
BKG030365,Driver is not moving towards pickup location,,
BKG030366,,,Vehicle Breakdown
BKG030368,,Personal & Car related issues,
BKG030369,,Customer related issue,
BKG030372,,,Customer Demand
BKG030373,,The customer was coughing/sick,
BKG030381,,More than permitted people in there,
BKG030389,,Personal & Car related issues,
BKG030390,,Personal & Car related issues,
BKG030391,,More than permitted people in there,
BKG030399,,Customer related issue,
BKG030403,,Customer related issue,
BKG030404,,,Vehicle Breakdown
BKG030406,,Personal & Car related issues,
BKG030407,,,Vehicle Breakdown
BKG030417,,,Customer Demand
BKG030418,,,Customer Demand
BKG030419,Change of plans,,
BKG030421,,More than permitted people in there,
BKG030439,,,Customer Demand
BKG030448,Driver asked to cancel,,
BKG030453,,Personal & Car related issues,
BKG030455,,,Vehicle Breakdown
BKG030456,,Personal & Car related issues,
BKG030457,,,Other Issue
BKG030458,,Personal & Car related issues,
BKG030462,Driver asked to cancel,,
BKG030465,,The customer was coughing/sick,
BKG030466,,The customer was coughing/sick,
BKG030467,,Customer related issue,
BKG030468,AC is not working,,
BKG030470,,The customer was coughing/sick,
BKG030471,,The customer was coughing/sick,
BKG030474,,Customer related issue,
BKG030478,Driver asked to cancel,,
BKG030480,Wrong Address,,
BKG030487,,Personal & Car related issues,
BKG030489,,The customer was coughing/sick,
BKG030490,,,Vehicle Breakdown
BKG030491,,Personal & Car related issues,
BKG030492,,,Customer Demand
BKG030493,Wrong Address,,
BKG030497,,,Other Issue
BKG030499,,,Vehicle Breakdown
BKG030500,,Personal & Car related issues,
BKG030506,,,Vehicle Breakdown
BKG030507,,Personal & Car related issues,
BKG030508,,,Vehicle Breakdown
BKG030514,,,Customer Demand
BKG030515,,,Customer Demand
BKG030516,Wrong Address,,
BKG030518,Wrong Address,,
BKG030521,,,Customer Demand
BKG030531,Driver is not moving towards pickup location,,
BKG030537,Wrong Address,,
BKG030539,,More than permitted people in there,
BKG030540,,Customer related issue,
BKG030543,,,Vehicle Breakdown
BKG030544,,The customer was coughing/sick,
BKG030545,,Personal & Car related issues,
BKG030547,Wrong Address,,
BKG030550,,,Other Issue
BKG030551,,Personal & Car related issues,
BKG030555,,,Other Issue
BKG030556,,,Vehicle Breakdown
BKG030559,,More than permitted people in there,
BKG030560,AC is not working,,
BKG030562,,More than permitted people in there,
BKG030571,,Customer related issue,
BKG030572,,Personal & Car related issues,
BKG030578,,,Customer Demand
BKG030580,,More than permitted people in there,
BKG030581,,,Vehicle Breakdown
BKG030582,,The customer was coughing/sick,
BKG030583,,More than permitted people in there,
BKG030584,Driver asked to cancel,,
BKG030589,,,Other Issue
BKG030590,,Personal & Car related issues,
BKG030594,Change of plans,,
BKG030598,,The customer was coughing/sick,
BKG030599,,More than permitted people in there,
BKG030603,,Customer related issue,
BKG030604,,,Customer Demand
BKG030605,,More than permitted people in there,
BKG030606,,Customer related issue,
BKG030607,,,Customer Demand
BKG030610,,,Customer Demand
BKG030611,,More than permitted people in there,
BKG030615,,,Customer Demand
BKG030616,,Customer related issue,
BKG030619,AC is not working,,
BKG030622,Driver is not moving towards pickup location,,
BKG030628,Wrong Address,,
BKG030629,AC is not working,,
BKG030630,,,Vehicle Breakdown
BKG030633,,Customer related issue,
BKG030636,Driver asked to cancel,,
BKG030640,,,Other Issue
BKG030644,,Personal & Car related issues,
BKG030645,,More than permitted people in there,
BKG030649,Wrong Address,,
BKG030650,,,Vehicle Breakdown
BKG030651,,The customer was coughing/sick,
BKG030652,,More than permitted people in there,
BKG030656,,More than permitted people in there,
BKG030657,,,Other Issue
BKG030658,,The customer was coughing/sick,
BKG030659,,Customer related issue,
BKG030664,,Personal & Car related issues,
BKG030672,,Personal & Car related issues,
BKG030675,,More than permitted people in there,
BKG030676,Driver is not moving towards pickup location,,
BKG030680,,More than permitted people in there,
BKG030682,,,Vehicle Breakdown
BKG030683,,,Customer Demand
BKG030687,Driver asked to cancel,,
BKG030688,,,Other Issue
BKG030689,,More than permitted people in there,
BKG030691,AC is not working,,
BKG030692,Wrong Address,,
BKG030697,,,Other Issue
BKG030698,,More than permitted people in there,
BKG030699,,,Vehicle Breakdown
BKG030700,,,Customer Demand
BKG030701,,,Customer Demand
BKG030704,Driver is not moving towards pickup location,,
BKG030705,,Personal & Car related issues,
BKG030710,,Personal & Car related issues,
BKG030715,AC is not working,,
BKG030718,,Personal & Car related issues,
BKG030720,Driver is not moving towards pickup location,,
BKG030721,,,Vehicle Breakdown
BKG030727,,,Customer Demand
